Code,Short,Name (Eng),Name (Chi),Principal Office,Place Incorporated,Principal Activities,Industry Classification,Currency,Issued Shares,Authorised Shares,Par Value,Board Lot,Listing Date,Remark
08016,CHANGHONG JH,Changhong Jiahua Holdings Ltd.,長虹佳華控股有限公司,"Unit 1502, 15/F, West TowerShun Tak Centre168-200 Connaught Road CentralHong Kong",Bermuda,Distribution of IT products and the provision of professional integrated IT solutions and services.,Information Technology - IT Hardware - Computers & Peripherals (HSIC*),HKD,"1,454,652,000","5,000,000,000",HKD 0.0250,2000,24/1/2000,New
08017,LONG SUCCESS,Long Success International (Holdings) Ltd.,百齡國際(控股)有限公司,"Factory Portion B, Unit 13,9/FVanta Industrial CentreNos. 21-33 Tai Lin Pai RoadKwai Chung, NT, Hong Kong",Bermuda,"Trading of wine, alcohol and trading of timber.",Consumer Goods - Food & Beverages - Alcohols (HSIC*),HKD,"1,468,197,250","30,000,000,000",HKD 0.0100,10000,17/8/2000,New
08018,FINSOFT FIN,Finsoft Financial Investment Holdings Ltd.,匯財金融投資控股有限公司,"23/F, W Square318 Hennessy RoadWanchaiHong Kong",Cayman Islands,"Provision of financial trading software solutions, other internet financial platforms, referral services, money lending business, securities investments, corporate finance advisory services, property management and property agency services.",Information Technology - Software & Services - Software (HSIC*),HKD,"720,000,000","2,000,000,000",HKD 0.0050,10000,26/9/2013,New
08019,HAO WEN HLDGS,Hao Wen Holdings Ltd.,皓文控股有限公司,"Level 20Infinitus Plaza199 Des Voeux Road CentralSheung Wan, Hong Kong",Cayman Islands,"Sale of biodegradable food containers and disposable industrial packaging for consumer products, trading and manufacturing of biomass fuel and money lending business.",Industrials - Industrial Engineering - Environmental Engineering (HSIC*),HKD,"1,788,780,588","50,000,000,000",HKD 0.0200,20000,20/7/2001,New
08020,CHANCETON FIN,Chanceton Financial Group Ltd.,川盟金融集團有限公司,"Room 801B8/F., Tsim Sha Tsui CentreNo.66 Mody RoadTsim Sha Tsui, Kowloon, HK",Cayman Islands,Provision of corporate finance advisory services mainly to listed and non-listed companies in Hong Kong and the PRC and provision of dry bulk shipping services.,Financials - Other Financials - Other Financials (HSIC*),HKD,"2,260,000,000","20,000,000,000,000",HKD 0.0100,10000,12/10/2011,New
08021,WLS HOLDINGS,WLS Holdings Ltd.,匯隆控股有限公司,"Rooms 1001-1006, 10th FloorTower A, Southmark11 Yip Hing StreetWong Chuk Hang, Aberdeen, HK",Bermuda,"Provision of scaffolding and fitting out services, management contracting services, and other services for construction and buildings work, money lending business and securities investment business.",Properties & Construction - Construction - Building Construction (HSIC*),HKD,"12,767,101,072","40,000,000,000",HKD 0.0100,10000,7/12/2001,New
08022,EVERSHINE GP,Evershine Group Holdings Ltd.,永耀集團控股有限公司,"16th FloorZoroastrian Building101 Leighton RoadCauseway Bay, Hong Kong",Hong Kong,"Provision of travel agent services, advertising and marketing services, fashion garment trading, mobile application business, trading business and the cemetery business.","Consumer Services - Hotels, Casinos, Restaurants & Leisure Facilities - Travel & Tourism (HSIC*)",HKD,"1,502,677,356",N/A,N/A,3000,13/8/2001,New
08025,ACR HOLDINGS,Asian Capital Resources (Holdings) Ltd.,亞洲資產(控股)有限公司,"Room 2102Fu Fai Commercial Centre27, Hillier StreetSheung Wan, Hong Kong",Cayman Islands,Provision of corporate management and financial services.,Financials - Other Financials - Investment & Asset Management (HSIC*),HKD,"1,761,825,563","10,000,000,000",HKD 0.1000,2000,16/12/1999,New
08026,PROSTEN TECH,Prosten Technology Holdings Ltd.,長達科技控股有限公司,"Unit 905, Star House3 Salisbury RoadTsim Sha TsuiKowloon, Hong Kong",Cayman Islands,"Provide mobile search & mobile value added services; advertising & consultancy services; trade, distribute & manufacture medical, pharmaceutical & health food products; design, R&D; & wholesale jewellery; provide financial services.",Information Technology - Software & Services - E-Commerce & Internet Services (HSIC*),HKD,"1,095,360,500","2,500,000,000",HKD 0.1000,1000,28/3/2000,New
08027,KPM HOLDING,KPM Holding Ltd.,吉輝控股有限公司,"19th Floor, Prosperity Tower39 Queen's Road CentralCentralHong Kong",Cayman Islands,"Design, fabrication, installation and maintenance of signage and related products in Singapore.",Consumer Services - Support Services - Support Services (HSIC*),HKD,"400,000,000","5,000,000,000",HKD 0.0100,5000,10/7/2015,New
08028,TIMELESS,Timeless Software Ltd.,天時軟件有限公司,Room 2208118 Connaught Road WestHong Kong,Hong Kong,"Provision of computer consultancy and software maintenance services, software development, sales of computer hardware and software and e-Commerce services; and the exploration and exploitation of mines.",Materials - Gold & Precious Metals - Gold & Precious Metals (HSIC*),HKD,"2,387,881,803",N/A,N/A,20000,25/11/1999,New
08029,SUN INT'L,Sun International Resources Ltd.,太陽國際資源有限公司,"Unit 2414-2418, 24th FloorChina Merchants TowerShun Tak Centre168-200 Connaught Rd Ctrl, HK",Cayman Islands,Provision of computer software services and equine services.,Information Technology - Software & Services - Software (HSIC*),HKD,"1,391,400,000","40,000,000,000",HKD 0.0400,5000,14/12/2000,New
08030,FLYING FIN,Flying Financial Service Holdings Ltd.,匯聯金融服務控股有限公司,"Room 801A and 807B, 8/FTsim Sha Tsui Centre66 Mody Road, Tsim Sha TsuiKowloon, Hong Kong",Cayman Islands,"Investment in property development projects, operation of a financial services platform, provision of financial consultation services, finance lease services, entrusted loan and pawn loan services.",Financials - Other Financials - Financing (HSIC*),HKD,"1,731,432,500","5,000,000,000",HKD 0.1000,5000,7/5/2012,New
08031,ETS GROUP,ETS Group Ltd.,易通訊集團有限公司,"4th FloorChina Paint Building1163 Canton RoadMongkok, Kowloon, Hong Kong",Cayman Islands,Providing multi-media contact services and contact centre system in Hong Kong.,Consumer Services - Support Services - Support Services (HSIC*),HKD,"280,000,000","5,000,000,000",HKD 0.0100,2000,9/1/2012,New
08032,VIVA CHINA,Viva China Holdings Ltd.,非凡中國控股有限公司,"Room 3602-0636/F, China Merchants TowerShun Tak Centre200 Connaught Road Central, HK",Cayman Islands,Sports talent management and competition/event production and management and provision of sports consultancy service; and property and community development.,"Consumer Services - Hotels, Casinos, Restaurants & Leisure Facilities - Leisure & Recreational Facilities (HSIC*)",HKD,"8,764,024,726","20,000,000,000",HKD 0.0500,8000,6/4/2000,New
08033,VODATEL NETWORK,Vodatel Networks Holdings Ltd.,愛達利網絡控股有限公司,Room 713B 7/FBlock B Seaview Estate2-8 Watson RoadNorth Point,Bermuda,"Provision of network and systems infrastructure and applications, CNMS and customised software solutions.",Information Technology - Software & Services - System Applications & IT Consulting (HSIC*),HKD,"613,819,000","2,000,000,000",HKD 0.1000,2000,25/2/2000,New
08037,RUI KANG PHARM,Rui Kang Pharmaceutical Group Investments Ltd.,銳康藥業集團投資有限公司,"Room 1213, Tower ANew Mandarin Plaza14 Science Museum RoadKowloon, Hong Kong",Bermuda,"Manufacture, research and development, sale and distribution of health related and pharmaceutical products in the PRC and HK; provision of medical laboratory testing services and health check services in HK; and trading of securities in HK.",Consumer Goods - Healthcare - Pharmaceuticals (HSIC*),HKD,"656,986,750","2,000,000,000",HKD 0.1000,20000,17/6/2004,New
08038,GOLDENPOWER,Golden Power Group Holdings Ltd.,金力集團控股有限公司,"Flat C, 20/F, Block 1Tai Ping Industrial Centre57 Ting Kok Road, Tai PoNew Territories, Hong Kong",Cayman Islands,"Manufacture and sale of a broad range of batteries for various electronic devices to the PRC, Hong Kong and international markets both under own brand, the brands of private label and OEM customers.",Industrials - Industrial Engineering - Industrial Components & Equipment (HSIC*),HKD,"160,000,000","2,000,000,000",HKD 0.0100,2000,5/6/2015,New
08041,LUXEY INT'L,Luxey International (Holdings) Ltd.,薈萃國際(控股)有限公司,"Unit B, 5/FHang Cheong Factory Building1 Wing Ming StreetCheung Sha Wan, Kowloon, HK",Cayman Islands,"Manufacturing and trading of high-end swimwear and related garment products and provision of on-line shopping, advertising and media related services.","Consumer Goods - Textiles, Clothing & Personal Care - Apparel (HSIC*)",HKD,"5,103,772,313","70,000,000,000",HKD 0.0100,20000,7/7/2000,New
08045,NANDASOFT,Jiangsu Nandasoft Technology Co. Ltd. - H Shares,江蘇南大蘇富特科技股份有限公司 - H股,"Block 1No. 19 South QingJiang RoadGulou DistrictNanjing, China",PRC,"Development, production & promotion of network security software, internet application software, education software & business application software; & provide systems integration services including information technology consulting.",Information Technology - Software & Services - System Applications & IT Consulting (HSIC*),HKD,"421,000,000",N/A,RMB 0.1000,6000,24/4/2001,New
08046,HENG XIN CHINA,Heng Xin China Holdings Ltd.,恒芯中國控股有限公司,"3604, 36/FCentral Plaza18 Harbour RoadWanchai, Hong Kong",Bermuda,"Digital cable television business, wireless digital television value-added services, wireless digital audio integrated circuits, and in the business of manufacturing and selling of castor seeds and castor beans and selling of castor oil.",Consumer Services - Media & Entertainment - Broadcasting (HSIC*),HKD,"8,043,669,837","10,000,000,000",HKD 0.0100,4000,16/4/2003,New
08047,SKY FOREVER,Sky Forever Supply Chain Management Group Ltd.,宇恒供應鏈集團有限公司,"Suite 2002, 2/FUnited Centre95 QueenswayHong Kong",Bermuda,Supply chain management services; provision of integrated solutions for lightning electromagnetic pulse protection business and provision of energy management business.,Industrials - Commercial & Professional Services - Sourcing & Supply Chain Service (HSIC*),HKD,"1,678,815,513","20,000,000,000",HKD 0.0100,4000,1/11/2001,New
08048,H.K. JEWELRY,Hong Kong Jewellery Holding Ltd.,香港珠寶控股有限公司,"Rm A&B;, 17th FloorFortune House61 Connaught Road CentralCentral, Hong Kong",Bermuda,"Design and sales of gold and jewellery products; development, sale and implementation of enterprise software; provision of systems integration, professional services and Application Service Provider services; and investment holding.",Information Technology - Software & Services - System Applications & IT Consulting (HSIC*),HKD,"1,188,460,000","5,000,000,000",HKD 0.1000,2000,30/6/2000,New
08049,JILIN CHANGLONG,Jilin Province Huinan Changlong Bio-pharmacy Co. Ltd. -H shs,吉林省輝南長龍生化藥業股份有限公司 - H股,31 Beishan StreetChaoyang Town Huinan CountyTonghua Jilin ProvincePRC,PRC,Manufacture and distribution of Chinese medicines and pharmaceutical products in the PRC.,Consumer Goods - Healthcare - Pharmaceuticals (HSIC*),HKD,"172,500,000",N/A,RMB 0.1000,4000,24/5/2001,New
08050,YUNBO DIGITAL,Yunbo Digital Synergy Group Ltd.,雲博產業集團有限公司,"Room 1602, 16/FAXA Centre151 Gloucester RoadWanchai, Hong Kong",Cayman Islands,"Provide system integration services; other value-added technical consultation services & hardware-related business,manufacture ancillary high-tech software & hardware products;developing online platforms for distribution of mobile products.",Information Technology - IT Hardware - Computers & Peripherals (HSIC*),HKD,"1,356,250,000","2,000,000,000",HKD 0.1000,2000,24/7/2000,New
08051,TELEEYE HOLDING,TeleEye Holdings Ltd.,千里眼控股有限公司,"31/F, Edinburgh TowerThe Landmark15 Queen's Road CentralHong Kong",Cayman Islands,Research and development and sales and marketing of audio and video monitoring systems.,Information Technology - IT Hardware - Computers & Peripherals (HSIC*),HKD,"836,920,850","20,000,000,000",HKD 0.0040,10000,8/5/2001,New
08053,PIZU GROUP,Pizu Group Holdings Ltd.,比優集團控股有限公司,"Unit A, 11th FloorTwo Chinachem Plaza68 Connaught Road CentralHong Kong",Cayman Islands,"Bulk mineral trade, manufacturing and sale of explosives and provision of blasting operations and related services.",Industrials - Commercial & Professional Services - Sourcing & Supply Chain Service (HSIC*),HKD,"3,156,167,630","5,000,000,000",HKD 0.0100,20000,6/8/2004,New
08055,CHI E-LEARNING,China E-Learning Group Ltd.,中國網絡教育集團有限公司,"Unit 2610, 26/FOffice Tower, Convention Plaza1 Harbour RoadWanchai, Hong Kong",Cayman Islands,"Provision of occupational education, industry certification course, skills training and education consultation.",Information Technology - Software & Services - Software (HSIC*),HKD,"2,955,103,196","50,000,000,000",HKD 0.1000,8000,5/12/2001,New
08056,DINING CONCEPTS,Dining Concepts Holdings Ltd,,"Suites 1701-2 & 1704, 17/FChinachem Hollywood Centre1,3,5,7,9,11&13 Hollywood RdCentral, Hong Kong",Cayman Islands,Operation of restaurants and provision of catering management and design services.,"Consumer Services - Hotels, Casinos, Restaurants & Leisure Facilities - Restaurants (HSIC*)",HKD,"800,000,000","10,000,000,000",USD 0.0100,5000,5/8/2016,New
08057,MADISON WINE,Madison Wine Holdings Ltd.,麥迪森酒業控股有限公司,"Flat A & B, 10/FNorth Point Industrial Buildin499 King's RoadNorth Point, Hong Kong",Cayman Islands,Retail sales and wholesales of wine products and other alcoholic beverages in Hong Kong (focus on Premier Collectible Red Wine and Fine Red Wine) and the provision of a range of customer-centric value-added services.,Consumer Goods - Food & Beverages - Alcohols (HSIC*),HKD,"400,000,000","1,000,000,000",HKD 0.0100,4000,8/10/2015,New
08058,LUOXIN PHARMA,"Shandong Luoxin Pharmaceutical Group Stock Co., Ltd. - H Shs",山東羅欣藥業集團股份有限公司 - H股,"Luoqi Road, Linyi High andNew Tech Ind Dev ZoneShandong ProvincePRC",PRC,Manufacturing and selling of pharmaceutical products.,Consumer Goods - Healthcare - Pharmaceuticals (HSIC*),HKD,"164,560,000",N/A,RMB 0.1000,2000,9/12/2005,New
08059,GLORY FLAME,Glory Flame Holdings Ltd.,朝威控股有限公司,"Room 1603, 16/FChina Building29 Queen's Road CentralHong Kong",Cayman Islands,Provision of concrete demolition services in Hong Kong as subcontractor.,Properties & Construction - Construction - Heavy Construction & Engineering (HSIC*),HKD,"710,000,000","2,000,000,000",HKD 0.0100,5000,15/8/2014,New
08060,GLOBAL LINK,Global Link Communications Holdings Ltd.,國聯通信控股有限公司,"Office C, 17th FloorHollywood CentreNos. 77-91 Queen's Road WestHong Kong",Cayman Islands,"Provision of train information systems, and development of various community mobile Internet applications and related services through the licensed utilisation of the CA-SIM patented technology.",Information Technology - Software & Services - System Applications & IT Consulting (HSIC*),HKD,"2,088,807,500","5,000,000,000",HKD 0.0100,10000,13/11/2002,New
08061,ACROSSASIA,AcrossAsia Ltd.,光亞有限公司,"11th FloorKwan Chart Tower6 Tonnochy RoadWanchai, Hong Kong",Cayman Islands,"Provision of cable TV, broadband network, broadband Internet access and 4G services.",Telecommunications - Telecommunications - Satellite & Wireless Communication (HSIC*),HKD,"5,064,615,385","1,500,000,000,000",HKD 0.0100,20000,13/7/2000,New
08063,GLOBAL M HLDG,Global Mastermind Holdings Ltd.,環球大通集團有限公司,"Unit 1611, 16/FWest Tower, Shun Tak Centre168-200 Connaught Road CentralHong Kong",Cayman Islands,"Provision and operation of travel business, treasury management and money lending.","Consumer Services - Hotels, Casinos, Restaurants & Leisure Facilities - Travel & Tourism (HSIC*)",HKD,"2,752,417,050","180,000,000,000",HKD 0.0100,50000,7/12/2000,New
08066,PHOENITRON HOLD,Phoenitron Holdings Ltd.,品創控股有限公司,Unit 302 Seapower Centre73 Lei Muk RoadKwai Chung New TerritoriesHong Kong,Cayman Islands,"Manufacturing & sales of smart cards, provision of customised smart card application systems, financial & management consultancy services which was provided to its joint venture, trading of scrap metals & sales of petro-chemical products.",Information Technology - IT Hardware - Telecommunication Equipment (HSIC*),HKD,"3,762,925,000","5,000,000,000",HKD 0.0200,5000,20/12/2001,New
08067,OUC HOLDINGS,Oriental University City Holdings (H.K.) Ltd.,東方大學城控股(香港)有限公司,31st Floor148 Electric RoadNorth PointHong Kong,Hong Kong,"Own and lease education facilities, comprising primarily teaching buildings and dormitories to education institutions in the PRC.",Consumer Services - Support Services - Support Services (HSIC*),HKD,"180,000,000",N/A,N/A,1000,16/1/2015,New
08070,KEEN OCEAN,Keen Ocean International Holding Ltd.,僑洋國際控股有限公司,"Unit 5, 34th FloorCable TV Tower9 Hoi Shing Road, Tsuen WanNew Territories, Hong Kong",Cayman Islands,"Design, development and sale of power supply products; and other electronic parts and components.",Industrials - Industrial Engineering - Industrial Components & Equipment (HSIC*),HKD,"200,000,000","1,000,000,000",HKD 0.0100,5000,24/2/2016,New
08071,CH NETCOMTECH,China Netcom Technology Holdings Ltd.,中彩網通控股有限公司,"Unit 1006, 10th FloorTower One Lippo CentreNo. 89 QueenswayHong Kong",Cayman Islands,"Trading of computer hardware and software, the provision of lottery system management service and operation of lottery sales halls in the PRC.","Consumer Services - Hotels, Casinos, Restaurants & Leisure Facilities - Casinos & Gaming (HSIC*)",HKD,"3,120,035,049","20,000,000,000",HKD 0.0050,5000,2/3/2001,New
08072,ROMA GROUP,Roma Group Ltd.,羅馬集團有限公司,"Unit 3806, 38th FloorChina Resources Building26 Harbour RoadWanchai Hong Kong",Cayman Islands,Provision of valuation and advisory services and financing services in Hong Kong.,Financials - Other Financials - Other Financials (HSIC*),HKD,"4,999,853,300","5,000,000,000",HKD 0.0160,20000,25/2/2013,New
08075,MEDIA ASIA,Media Asia Group Holdings Ltd.,寰亞傳媒集團有限公司,"11th FloorLai Sun Commercial Centre680 Cheung Sha Wan RoadKowloon, Hong Kong",Bermuda,Entertainment businesses.,Consumer Services - Media & Entertainment - Movies & Entertainment (HSIC*),HKD,"2,136,056,825","60,000,000,000",HKD 0.0100,4000,31/5/2001,New
08076,SING LEE,Sing Lee Software (Group) Ltd.,新利軟件(集團)股份有限公司,32/F Morrison Plaza5-9A Morrison Hill RoadWanchaiHong Kong,Bermuda,Development and sale of information and network technologies and services to the financial industry in the PRC.,Information Technology - Software & Services - E-Commerce & Internet Services (HSIC*),HKD,"864,430,000","10,000,000,000",HKD 0.0100,5000,5/9/2001,New
08077,KVB KUNLUN FG,KVB Kunlun Financial Group Ltd.,昆侖國際金融集團有限公司,"Suites 7501 & 7508, 75th FloorInternational Commerce Centre1 Austin Road West, KowloonHong Kong",Cayman Islands,"Provision of leveraged foreign exchange and other trading, cash dealing business, and other service.",Financials - Other Financials - Securities & Brokerage (HSIC*),HKD,"2,033,240,000","4,000,000,000",HKD 0.0100,5000,3/7/2013,New
08078,CHINA3D DIGIT,China 3D Digital Entertainment Ltd.,中國3D數碼娛樂有限公司,"7/FZung Fu Industrial Building1067 King's RoadQuarry Bay, Hong Kong",Bermuda,"Television programme and film production, distribution, distribution licensing; cinema operation and management; artists management; money lending activities; acquisitions of corporate bonds, preference shares; and investment in securities.",Consumer Services - Media & Entertainment - Movies & Entertainment (HSIC*),HKD,"5,461,728,219","20,000,000,000",HKD 0.0100,20000,19/12/2000,New
08079,EASY REPAY FIN,Easy Repay Finance & Investment Ltd.,易還財務投資有限公司,"7/FZung Fu Industrial Building1067 King's RoadQuarry Bay, Hong Kong",Bermuda,"Money lending business, financial instruments and quoted shares investment, groceries store business and property investment in Hong Kong.",Financials - Other Financials - Financing (HSIC*),HKD,"220,219,354","30,000,000,000",HKD 0.0100,5000,15/10/2001,New
08080,NAS HOLDINGS,North Asia Strategic Holdings Ltd.,北亞策略控股有限公司,18th FloorShanghai Commercial Bank Tower12 Queen's Road CentralHong Kong,Bermuda,Hi-tech distribution and services; mining consulting; finance leasing; and investment holding.,Industrials - Industrial Engineering - Industrial Components & Equipment (HSIC*),HKD,"1,914,997,244","40,000,000,000",HKD 0.0100,8000,20/4/2000,New
08081,IE CHINA,Interactive Entertainment China Cultural Technology Inv Ltd.,互娛中國文化科技投資有限公司,"Room 1703A, 17/FHarcourt House39 Gloucester RoadWanchai, Hong Kong",Bermuda,"Mobile internet cultural business, provision of IT services, integral marketing services; medical diagnostic and health check services; hospitality and related services in Australia; money lending business; and assets investments business.",Consumer Goods - Healthcare - Medical Devices & Services (HSIC*),HKD,"4,925,765,108","20,000,000,000",HKD 0.0100,10000,19/6/2000,New
08082,SAGE INT'L GP,Sage International Group Ltd.,仁智國際集團有限公司,"Units 1216-18, 12/FChina Merchants TowerShun Tak Centre168-200 Connaught Road Ctl, HK",Bermuda,Provision of deathcare services and related business.,Consumer Services - Support Services - Support Services (HSIC*),HKD,"828,605,695","3,200,000,000",HKD 0.0250,5000,2/11/2001,New
08083,INNOVATIONPAY,China Innovationpay Group Ltd.,中國創新支付集團有限公司,"Unit 2708, 27/FThe Center99 Queen's Road CentralHong Kong",Bermuda,General trading; provision of prepaid card business in the PRC; provision of travelers related services; and provision of third party payment system solution and sales of integrated smart point of sales devices.,Information Technology - Software & Services - E-Commerce & Internet Services (HSIC*),HKD,"6,062,062,753","20,000,000,000",HKD 0.0100,4000,14/4/2000,New
08085,HK LIFE SCI,Hong Kong Life Sciences and Technologies Group Ltd.,香港生命科學技術集團有限公司,"Unit 2704, 27/FWest Tower, Shun Tak Centre168-200 Connaught RoadCentral Hong Kong",Cayman Islands,Anti-aging and stem cell technology businesses; trading business; money lending business; and securities investment.,Materials - Diversified Metals & Minerals - Other Metals & Minerals (HSIC*),HKD,"4,740,332,805","10,000,000,000",HKD 0.0400,4000,7/3/2002,New
08086,DX.COM HOLDINGS,DX.com Holdings Ltd.,DX.com控股有限公司,"Unit 153/F New City CentreNo. 2 Lei Yue Mun RoadKwun Tong, Kowloon, Hong Kong",Bermuda,Engaged in e-commerce business and provision of online sales platform.,Information Technology - Software & Services - E-Commerce & Internet Services (HSIC*),HKD,"1,775,025,424","10,000,000,000",HKD 0.0100,8000,2/8/2000,New
08087,CHINA 33MEDIA,China 33 Media Group Ltd.,中國三三傳媒集團有限公司,"Suite 2001, Tower 1China Hong Kong City33 Canton RoadTsimshatsui, Kowloon, HK",Cayman Islands,"Operation and provision of advertising services of printed media for railway networks, and outdoor advertising spaces on air traffic control towers at airports, trains and railway stations in Mainland China.",Consumer Services - Media & Entertainment - Publishing (HSIC*),HKD,"5,760,000,000","40,000,000,000",USD 0.0010,20000,28/2/2011,New
08088,AID PARTNERS,AID Partners Technology Holdings Ltd.,滙友科技控股有限公司,"Units 1 & 2, 29/FThe Hennessy256 Hennessy RoadWanchai, Hong Kong",Cayman Islands,Asset management and strategic investment.,Financials - Other Financials - Investment & Asset Management (HSIC*),HKD,"9,257,611,734","19,000,000,000",USD 0.0100,8000,17/4/2000,New
08089,CHINESE STRAT,Chinese Strategic Holdings Ltd.,華人策略控股有限公司,2/FSBI Centre54-58 Des Voeux Road CentralHong Kong,Bermuda,"Properties investments, securities trading and loan financing.",Financials - Other Financials - Investment & Asset Management (HSIC*),HKD,"998,783,425","100,000,000,000",HKD 0.0010,2000,18/5/2000,New
08090,CHI ASSURANCE,China Assurance Finance Group Ltd.,中國融保金融集團有限公司,"Units 03-05, 17th FloorK. Wah Centre191 Java Road, North PointHong Kong",Cayman Islands,"Engaged in the business of providing financial guarantee services, performance guarantee services and advisory services in the PRC.",Financials - Other Financials - Financing (HSIC*),HKD,"1,679,560,000","5,000,000,000",HKD 0.0100,2000,6/1/2012,New
08092,ITE HOLDINGS,ITE (Holdings) Ltd.,ITE (Holdings) Ltd.,"Units C & D, 1/FPor Yen Building478 Castle Peak RoadKowloon, Hong Kong",Cayman Islands,"Provision of smartcard systems, RFID and related services, manufacture, research and sales of service related products and provision of IT consultancy services.",Information Technology - Software & Services - System Applications & IT Consulting (HSIC*),HKD,"927,356,000","2,000,000,000",HKD 0.0100,4000,21/2/2001,New
08093,ODELLALEATHER,Odella Leather Holdings Ltd.,愛特麗皮革控股有限公司,"Unit 1701 Treasure Centre42 Hung To RoadKwun Tong, KowloonHong Kong",Cayman Islands,Manufacture and sale of private label leather garments for customers.,"Consumer Goods - Textiles, Clothing & Personal Care - Apparel (HSIC*)",HKD,"400,000,000","4,000,000,000",HKD 0.0100,5000,12/2/2015,New
08095,BEIDA JADE BIRD,Beijing Beida Jade Bird Universal Sci-Tech Co. Ltd. - H Shs,北京北大青鳥環宇科技股份有限公司 - H股,"3/F, Beida Jade Bird BuildingYanyuan District Area 3No. 5 Haidian Rd, Haidian DistBeijing 100080, the PRC",PRC,"Research, development, manufacture, marketing and sale of wireless fire alarm systems and related products; development of travel and leisure business; and investment holding.",Information Technology - Software & Services - System Applications & IT Consulting (HSIC*),HKD,"581,760,000",N/A,RMB 0.1000,1000,27/7/2000,New
08096,RUIFENG PETRO,Ruifeng Petroleum Chemical Holdings Ltd.,瑞豐石化控股有限公司,"Room 2310, 23/FProsperity Centre25 Chong Yip StreetKwun Tong, Kowloon, Hong Kong",Cayman Islands,"Processing of heavy oil, trading of fuel oil and related products, leasing of storage tanks and related facilities to its customers; development and distribution of Thin Computing solutions and related products.",Energy - Oil & Gas - Oil & Gas Producers (HSIC*),HKD,"1,251,440,722","2,000,000,000",HKD 0.0500,8000,27/2/2002,New
08097,PINESTONE,Pinestone Captial Ltd.,鼎石資本有限公司,"Unit 150615th Floor, Wheelock House20 Pedder StreetCentral, Hong Kong",Cayman Islands,Hong Kong-based financial services provider offering bespoke services to individual and corporate clients.,Financials - Other Financials - Securities & Brokerage (HSIC*),HKD,"4,910,000,000","500,000,000,000",HKD 0.0010,5000,12/6/2015,New
08098,CL GROUP,CL Group (Holdings) Ltd.,昌利(控股)有限公司,"Office No. 16B, 16/FBk of E. Asia Harbour View Ctr56 Gloucester Road, Wan ChaiHong Kong",Cayman Islands,"Provision of securities, futures and options broking and trading, loan financing service, placing and underwriting services, securities advisory service and investment holding.",Financials - Other Financials - Securities & Brokerage (HSIC*),HKD,"2,200,000,000","5,000,000,000",HKD 0.0100,10000,8/3/2011,New
08099,CH WOOD OPT,China Wood Optimization (Holding) Ltd.,中國優材(控股)有限公司,"Room 2204, 22/FHarbour Centre25 Harbour RoadWanchai, Hong Kong",Cayman Islands,"Processing, manufacturing and sale of processed wood products.",Materials - Basic Materials - Forestry & Timber (HSIC*),HKD,"1,000,000,000","10,000,000,000",HKD 0.0100,4000,6/1/2014,New
08100,GET HOLDINGS,GET Holdings Ltd.,智易控股有限公司,"Room 1703, 17/FHarcourt House39 Gloucester RoadWanchai, Hong Kong",Bermuda,"Research, develop & distribute software, applications & toolbar advertisement; website development, e-learning services; invest in securities; money lending; insurance & MPF schemes brokerage; corporate management solutions & IT contract.",Information Technology - Software & Services - Software (HSIC*),HKD,"296,298,825","80,000,000,000",HKD 0.0100,6000,31/12/2001,New
08101,JIA MENG HLDG,Jia Meng Holdings Ltd.,家夢控股有限公司,"Room 602New World Tower 116-18 Queen's Road CentralCentral, Hong Kong",Cayman Islands,"Design, manufacture and sale of mattresses and soft bed products in the PRC and export of mattresses to overseas markets; securities investment in Hong Kong; and property investment.",Consumer Goods - Household Goods & Electronics - Household Goods (HSIC*),HKD,"2,313,600,000","10,000,000,000",HKD 0.0250,4000,15/10/2013,New
08102,LI BAO GE GP,Li Bao Ge Group Ltd.,利寶閣集團有限公司,"Room 2702, Tower 2Kowloon Commerce CentreNo. 51 Kwai Cheong RoadKwai Chung, NT, Hong Kong",Cayman Islands,Delivering Cantonese cuisine and Chinese banquet and dining services.,"Consumer Services - Hotels, Casinos, Restaurants & Leisure Facilities - Restaurants (HSIC*)",HKD,"800,000,000","2,000,000,000",HKD 0.0100,10000,30/6/2016,New
08103,TRILLION GRAND,Trillion Grand Corporate Co. Ltd.,萬泰企業股份有限公司,"Room M2B2, 7/FKaiser Estate, Phase 3No.11 Hok Yuen StreetHung Hom, Kowloon, Hong Kong",Cayman Islands,"Systems development, professional services, proprietary trading and money lending.",Information Technology - Software & Services - System Applications & IT Consulting (HSIC*),HKD,"119,221,878","200,000,000,000",HKD 0.0010,20000,8/9/2000,New
08105,SYNERGY GROUP,Synergy Group Holdings International Ltd.,滙能集團控股國際有限公司,"Room 404B, 4/FBlock B, Seaview EstateNos. 4-6 Watson RoadNorth Point, Hong Kong",Cayman Islands,"Provision of energy saving services for lighting solutions, ranging from advising on lighting solution, product customisation, on-site inspection and measurement, product sourcing, project deployment to after sales service.",Consumer Goods - Household Goods & Electronics - Household Goods (HSIC*),HKD,"500,000,000","50,000,000,000",HKD 0.0100,2000,24/3/2015,New
